list_place,list_date_time,detail_plaats,detail_datum,stance,language
Rotterdam,03 oktober 2025 (18:05),Rotterdam,3 oktober 2025,Against,Dutch
Netherland ,03 oktober 2025 (18:05),Netherland,3 oktober 2025,Against,Dutch
Leiden,03 oktober 2025 (18:04),Leiden,3 oktober 2025,Against,Dutch
Almere,03 oktober 2025 (18:04),Almere,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (18:00),Amsterdam,3 oktober 2025,Against,English
"Houten, Utretch",03 oktober 2025 (17:59),"Houten, Utretch",3 oktober 2025,Against,English
Sittard,03 oktober 2025 (17:57),Sittard,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (17:57),Amsterdam,3 oktober 2025,Against,Dutch
Beuningen,03 oktober 2025 (17:56),Beuningen,3 oktober 2025,Against,Dutch
ALMERE,03 oktober 2025 (17:56),ALMERE,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (17:54),Amsterdam,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (17:47),Amsterdam,3 oktober 2025,Against,Dutch
Diemen,03 oktober 2025 (17:44),Diemen,3 oktober 2025,Against,English
Amersfoort ,03 oktober 2025 (17:37),Amersfoort,3 oktober 2025,Against,English
HILVERSUM,03 oktober 2025 (17:32),HILVERSUM,3 oktober 2025,Against,English
`s-Hertogenbosch,03 oktober 2025 (17:32),`s-Hertogenbosch,3 oktober 2025,Against,Dutch
Diemen 1112WX,03 oktober 2025 (17:32),Diemen 1112WX,3 oktober 2025,Against,Dutch
Gouda,03 oktober 2025 (17:30),Gouda,3 oktober 2025,Against,Dutch
Vlijmen,03 oktober 2025 (17:29),Vlijmen,3 oktober 2025,Against,English
Eindhoven,03 oktober 2025 (17:28),Eindhoven,3 oktober 2025,Against,English
Amsterdam,03 oktober 2025 (17:26),Amsterdam,3 oktober 2025,Against,English
Den Haag,03 oktober 2025 (17:25),Den Haag,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (17:20),Amsterdam,3 oktober 2025,Against,Dutch
ROTTERDAM,03 oktober 2025 (17:19),ROTTERDAM,3 oktober 2025,Against,Dutch
S-Hertogenbosch,03 oktober 2025 (17:18),S-Hertogenbosch,3 oktober 2025,Against,Dutch
Utrecht,03 oktober 2025 (17:17),Utrecht,3 oktober 2025,Against,Dutch
Rotterdam,03 oktober 2025 (17:09),Rotterdam,3 oktober 2025,Against,Dutch
Rotterdam,03 oktober 2025 (17:08),Rotterdam,3 oktober 2025,Against,Dutch
Utrecht,03 oktober 2025 (17:05),Utrecht,3 oktober 2025,Against,English
kudelstraat ,03 oktober 2025 (17:03),kudelstraat,3 oktober 2025,Against,English
V/h Grave. Thans Oss,03 oktober 2025 (17:00),V/h Grave. Thans Oss,3 oktober 2025,Against,Dutch
Maarssen,03 oktober 2025 (16:54),Maarssen,3 oktober 2025,Against,Dutch
Rotterdam,03 oktober 2025 (16:52),Rotterdam,3 oktober 2025,Against,Dutch
leeuwarden,03 oktober 2025 (16:46),leeuwarden,3 oktober 2025,Against,Dutch
Breda,03 oktober 2025 (16:46),Breda,3 oktober 2025,Against,English
Amsterdam,03 oktober 2025 (16:44),Amsterdam,3 oktober 2025,Against,Dutch
Nieuwegein,03 oktober 2025 (16:43),Nieuwegein,3 oktober 2025,Against,English
Rotterdam,03 oktober 2025 (16:39),Rotterdam,3 oktober 2025,Against,Dutch
Voorburg,03 oktober 2025 (16:32),Voorburg,3 oktober 2025,Against,Dutch
Westhill,03 oktober 2025 (16:27),Westhill,3 oktober 2025,Against,Dutch
Amstelveen,03 oktober 2025 (16:20),Amstelveen,3 oktober 2025,Against,English
"Oisterwijk, Nederland",03 oktober 2025 (16:17),"Oisterwijk, Nederland",3 oktober 2025,Against,Dutch
"De Pijp, Amsterdam",03 oktober 2025 (16:04),"De Pijp, Amsterdam",3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (16:03),Amsterdam,3 oktober 2025,Against,Other
Venlo,03 oktober 2025 (15:55),Venlo,3 oktober 2025,Against,Dutch
Krommenie,03 oktober 2025 (15:47),Krommenie,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (15:46),Amsterdam,3 oktober 2025,Against,English
Eindhoven ,03 oktober 2025 (15:46),Eindhoven,3 oktober 2025,Against,English
Amsterdam,03 oktober 2025 (15:45),Amsterdam,3 oktober 2025,Against,English
Delft,03 oktober 2025 (15:41),Delft,3 oktober 2025,For,Dutch
Zoetermeer,03 oktober 2025 (15:40),Zoetermeer,3 oktober 2025,Against,Dutch
1087EN,03 oktober 2025 (15:39),1087EN,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (15:39),Amsterdam,3 oktober 2025,Against,English
'S-Hertogenbosch,03 oktober 2025 (15:39),'S-Hertogenbosch,3 oktober 2025,Against,Dutch
Maarssen ,03 oktober 2025 (15:39),Maarssen,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (15:35),Amsterdam,3 oktober 2025,Against,English
Eindhoven,03 oktober 2025 (15:30),Eindhoven,3 oktober 2025,Against,Dutch
Rotterdam,03 oktober 2025 (15:27),Rotterdam,3 oktober 2025,Against,English
Utrecht ,03 oktober 2025 (15:26),Utrecht,3 oktober 2025,Against,Dutch
"Leiden, The Netherlands",03 oktober 2025 (15:25),"Leiden, The Netherlands",3 oktober 2025,Against,English
Utrecht ,03 oktober 2025 (15:24),Utrecht,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (15:20),Amsterdam,3 oktober 2025,Against,Dutch
Amstelveen,03 oktober 2025 (15:12),Amstelveen,3 oktober 2025,Against,English
Den Haag,03 oktober 2025 (15:11),Den Haag,3 oktober 2025,Against,Dutch
Leidschendam,03 oktober 2025 (15:11),Leidschendam,3 oktober 2025,Against,Dutch
Amstelveen,03 oktober 2025 (15:10),Amstelveen,3 oktober 2025,Against,English
Amsterdam,03 oktober 2025 (15:06),Amsterdam,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (15:06),Amsterdam,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (15:05),Amsterdam,3 oktober 2025,Against,Dutch
Tilburg,03 oktober 2025 (15:02),Tilburg,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (15:00),Amsterdam,3 oktober 2025,Against,English
Amsterdam,03 oktober 2025 (14:57),Amsterdam,3 oktober 2025,Against,English
Den Haag,03 oktober 2025 (14:56),Den Haag,3 oktober 2025,Against,Dutch
student,03 oktober 2025 (14:55),student,3 oktober 2025,Against,English
Eindhoven,03 oktober 2025 (14:54),Eindhoven,3 oktober 2025,Against,Dutch
Klazienaveen Noord,03 oktober 2025 (14:53),Klazienaveen Noord,3 oktober 2025,Against,Dutch
Netherlands ,03 oktober 2025 (14:36),Netherlands,3 oktober 2025,Against,Dutch
Geldermalsen ,03 oktober 2025 (14:32),Geldermalsen,3 oktober 2025,Against,Dutch
Den haag,03 oktober 2025 (14:29),Den haag,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (14:23),Amsterdam,3 oktober 2025,Against,Dutch
Rotterdam ,03 oktober 2025 (14:19),Rotterdam,3 oktober 2025,Against,Dutch
Den Haag,03 oktober 2025 (14:18),Den Haag,3 oktober 2025,Against,English
Utrecht,03 oktober 2025 (14:14),Utrecht,3 oktober 2025,Against,English
Arnhem,03 oktober 2025 (14:13),Arnhem,3 oktober 2025,Against,Other
Amsterdam,03 oktober 2025 (14:11),Amsterdam,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (14:05),Amsterdam,3 oktober 2025,Against,Dutch
Rotterdam,03 oktober 2025 (14:04),Rotterdam,3 oktober 2025,Against,Dutch
Rotterdam,03 oktober 2025 (14:04),Rotterdam,3 oktober 2025,Against,English
Utrecht,03 oktober 2025 (14:03),Utrecht,3 oktober 2025,Against,English
Utrecht,03 oktober 2025 (14:03),Utrecht,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (13:59),Amsterdam,3 oktober 2025,Against,Dutch
Best,03 oktober 2025 (13:59),Best,3 oktober 2025,For,English
Amsterdam,03 oktober 2025 (13:57),Amsterdam,3 oktober 2025,Against,English
Arnhem,03 oktober 2025 (13:54),Arnhem,3 oktober 2025,Against,Dutch
Hoofddorp ,03 oktober 2025 (13:45),Hoofddorp,3 oktober 2025,Against,English
Leiden,03 oktober 2025 (13:42),Leiden,3 oktober 2025,Against,Dutch
The Netherlands,03 oktober 2025 (13:38),The Netherlands,3 oktober 2025,Against,English
Amsterdam,03 oktober 2025 (13:34),Amsterdam,3 oktober 2025,Against,English
's-Hertogenbosch ,03 oktober 2025 (13:34),'s-Hertogenbosch,3 oktober 2025,Against,Dutch
Eindhoven,03 oktober 2025 (13:33),Eindhoven,3 oktober 2025,Against,Dutch
Den Haag,03 oktober 2025 (13:24),Den Haag,3 oktober 2025,Against,English
Capelle aan den IJssel,03 oktober 2025 (13:22),Capelle aan den IJssel,3 oktober 2025,Against,Dutch
Rotterdam,03 oktober 2025 (13:18),Rotterdam,3 oktober 2025,Against,Dutch
Assendelft,03 oktober 2025 (13:16),Assendelft,3 oktober 2025,Against,Dutch
Den Haag,03 oktober 2025 (13:15),Den Haag,3 oktober 2025,Against,Dutch
Almere,03 oktober 2025 (13:14),Almere,3 oktober 2025,Against,English
Rotterdam,03 oktober 2025 (13:09),Rotterdam,3 oktober 2025,Against,Dutch
Hilversum,03 oktober 2025 (13:08),Hilversum,3 oktober 2025,Against,Dutch
Arnhem,03 oktober 2025 (13:08),Arnhem,3 oktober 2025,Against,English
Arnhem,03 oktober 2025 (13:06),Arnhem,3 oktober 2025,Against,English
Geldermalsen,03 oktober 2025 (12:55),Geldermalsen,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (12:54),Amsterdam,3 oktober 2025,Against,Dutch
Almere,03 oktober 2025 (12:44),Almere,3 oktober 2025,Against,English
Amsterdam,03 oktober 2025 (12:42),Amsterdam,3 oktober 2025,Against,Dutch
Best,03 oktober 2025 (12:39),Best,3 oktober 2025,Against,English
Vlissingen,03 oktober 2025 (12:33),Vlissingen,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (12:30),Amsterdam,3 oktober 2025,Against,Dutch
Zwolle,03 oktober 2025 (12:29),Zwolle,3 oktober 2025,Against,English
Eindhoven ,03 oktober 2025 (12:22),Eindhoven,3 oktober 2025,Against,Dutch
Zwolle,03 oktober 2025 (12:18),Zwolle,3 oktober 2025,Against,Dutch
Amsterdam ,03 oktober 2025 (12:18),Amsterdam,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (12:11),Amsterdam,3 oktober 2025,Against,English
Amsterdam,03 oktober 2025 (12:11),Amsterdam,3 oktober 2025,Against,Dutch
Diemen,03 oktober 2025 (12:10),Diemen,3 oktober 2025,Against,English
Nieuw-Vennep,03 oktober 2025 (11:53),Nieuw-Vennep,3 oktober 2025,Against,Dutch
Rotterdam,03 oktober 2025 (11:52),Rotterdam,3 oktober 2025,Against,English
Reeuwijk ,03 oktober 2025 (11:51),Reeuwijk,3 oktober 2025,Against,Dutch
Europe,03 oktober 2025 (11:49),Europe,3 oktober 2025,Against,Dutch
Amstelveen,03 oktober 2025 (11:47),Amstelveen,3 oktober 2025,Against,Dutch
Utrecht,03 oktober 2025 (11:44),Utrecht,3 oktober 2025,Against,English
Amsterdam ,03 oktober 2025 (11:44),Amsterdam,3 oktober 2025,Against,Dutch
Rotterdam,03 oktober 2025 (11:34),Rotterdam,3 oktober 2025,Against,Dutch
Utrecht,03 oktober 2025 (11:31),Utrecht,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (11:31),Amsterdam,3 oktober 2025,Against,English
Westervoort,03 oktober 2025 (11:21),Westervoort,3 oktober 2025,Against,English
zaandijk,03 oktober 2025 (11:18),zaandijk,3 oktober 2025,Against,Dutch
Voorschoten,03 oktober 2025 (11:17),Voorschoten,3 oktober 2025,Against,Other
Utrecht,03 oktober 2025 (11:16),Utrecht,3 oktober 2025,Against,English
Almere,03 oktober 2025 (11:11),Almere,3 oktober 2025,Against,English
Eindhoven,03 oktober 2025 (11:10),Eindhoven,3 oktober 2025,For,English
Amstelveen,03 oktober 2025 (11:10),Amstelveen,3 oktober 2025,Against,Dutch
Amsterdam ,03 oktober 2025 (11:09),Amsterdam,3 oktober 2025,Against,Dutch
Anonymously ,03 oktober 2025 (11:07),Anonymously,3 oktober 2025,Against,English
Den Bosch,03 oktober 2025 (11:05),Den Bosch,3 oktober 2025,Against,English
Anonymously ,03 oktober 2025 (11:05),Anonymously,3 oktober 2025,Against,English
Westervoort,03 oktober 2025 (11:05),Westervoort,3 oktober 2025,Against,Dutch
Amstelveen,03 oktober 2025 (11:03),Amstelveen,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (11:01),Amsterdam,3 oktober 2025,Against,English
‘s-Gravenhage,03 oktober 2025 (10:57),‘s-Gravenhage,3 oktober 2025,Against,Dutch
Apeldoorn,03 oktober 2025 (10:55),Apeldoorn,3 oktober 2025,Against,Dutch
Den Helder,03 oktober 2025 (10:54),Den Helder,3 oktober 2025,Against,Dutch
Almere,03 oktober 2025 (10:53),Almere,3 oktober 2025,Against,English
Amsterdam,03 oktober 2025 (10:47),Amsterdam,3 oktober 2025,Against,English
Utrecht,03 oktober 2025 (10:45),Utrecht,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (10:41),Amsterdam,3 oktober 2025,Against,English
ROTTERDAM,03 oktober 2025 (10:38),ROTTERDAM,3 oktober 2025,Against,Dutch
Hoorn,03 oktober 2025 (10:34),Hoorn,3 oktober 2025,Against,Dutch
Almere poort,03 oktober 2025 (10:30),Almere poort,3 oktober 2025,Against,Dutch
"Eindhoven, Netherlands",03 oktober 2025 (10:28),"Eindhoven, Netherlands",3 oktober 2025,Against,English
Hoorn,03 oktober 2025 (10:28),Hoorn,3 oktober 2025,Against,Dutch
Rotterdam,03 oktober 2025 (10:24),Rotterdam,3 oktober 2025,Against,English
Groningen,03 oktober 2025 (10:22),Groningen,3 oktober 2025,Against,Dutch
The Hague,03 oktober 2025 (10:21),The Hague,3 oktober 2025,Against,English
Arnhem,03 oktober 2025 (10:21),Arnhem,3 oktober 2025,For,Dutch
Heemskerk,03 oktober 2025 (10:17),Heemskerk,3 oktober 2025,Against,English
Capelle A/D IJssel,03 oktober 2025 (10:15),Capelle A/D IJssel,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (10:13),Amsterdam,3 oktober 2025,Against,English
Amsterdam,03 oktober 2025 (10:13),Amsterdam,3 oktober 2025,Against,English
Den haag,03 oktober 2025 (10:12),Den haag,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (10:11),Amsterdam,3 oktober 2025,Against,English
Eindhoven,03 oktober 2025 (10:08),Eindhoven,3 oktober 2025,Against,Dutch
Utrecht,03 oktober 2025 (10:03),Utrecht,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (10:00),Amsterdam,3 oktober 2025,Against,English
Den Haag,03 oktober 2025 (09:57),Den Haag,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (09:47),Amsterdam,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (09:42),Amsterdam,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (09:42),Amsterdam,3 oktober 2025,Against,Dutch
ROTTERDAM,03 oktober 2025 (09:42),ROTTERDAM,3 oktober 2025,Against,Dutch
"Helmond, Noord Brabant, Nederland",03 oktober 2025 (09:36),"Helmond, Noord Brabant, Nederland",3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (09:28),Amsterdam,3 oktober 2025,Against,Dutch
Purmerend,03 oktober 2025 (09:28),Purmerend,3 oktober 2025,Against,Dutch
Almere,03 oktober 2025 (09:23),Almere,3 oktober 2025,Against,English
Leiden,03 oktober 2025 (09:21),Leiden,3 oktober 2025,Against,English
Amsterdam,03 oktober 2025 (09:18),Amsterdam,3 oktober 2025,Against,Other
Oosterhout ,03 oktober 2025 (09:11),Oosterhout,3 oktober 2025,Against,Dutch
Rhenen,03 oktober 2025 (09:10),Rhenen,3 oktober 2025,Against,Dutch
Breda,03 oktober 2025 (09:04),Breda,3 oktober 2025,Against,Dutch
Almere,03 oktober 2025 (08:58),Almere,3 oktober 2025,Against,English
Born,03 oktober 2025 (08:51),Born,3 oktober 2025,Against,English
ROTTERDAM,03 oktober 2025 (08:41),ROTTERDAM,3 oktober 2025,Against,Dutch
Almere,03 oktober 2025 (08:37),Almere,3 oktober 2025,Against,Dutch
Hoofddorp ,03 oktober 2025 (08:36),Hoofddorp,3 oktober 2025,Against,English
Rosmalen,03 oktober 2025 (08:31),Rosmalen,3 oktober 2025,Against,Dutch
Nieuwegein,03 oktober 2025 (08:31),Nieuwegein,3 oktober 2025,Against,English
Almere.,03 oktober 2025 (08:31),Almere.,3 oktober 2025,Against,English
Brunssum,03 oktober 2025 (08:27),Brunssum,3 oktober 2025,Against,Dutch
Maarssen dorp 3601 TL ,03 oktober 2025 (08:25),Maarssen dorp 3601 TL,3 oktober 2025,Against,Dutch
Amstelveen ,03 oktober 2025 (08:22),Amstelveen,3 oktober 2025,Against,English
DELFT,03 oktober 2025 (08:21),DELFT,3 oktober 2025,Against,Dutch
Barneveld,03 oktober 2025 (08:20),Barneveld,3 oktober 2025,Against,Dutch
Utrecht,03 oktober 2025 (08:19),Utrecht,3 oktober 2025,Against,Dutch
Den Haag,03 oktober 2025 (08:10),Den Haag,3 oktober 2025,Against,Dutch
Utrecht,03 oktober 2025 (08:10),Utrecht,3 oktober 2025,Against,Dutch
Almere,03 oktober 2025 (07:54),Almere,3 oktober 2025,Against,Dutch
Veenendaal,03 oktober 2025 (07:51),Veenendaal,3 oktober 2025,Against,English
Zaandam,03 oktober 2025 (07:36),Zaandam,3 oktober 2025,Against,Dutch
Rotterdam ,03 oktober 2025 (07:28),Rotterdam,3 oktober 2025,Against,Dutch
Eindhoven,03 oktober 2025 (06:57),Eindhoven,3 oktober 2025,Against,English
AMSTELVEEN,03 oktober 2025 (06:35),AMSTELVEEN,3 oktober 2025,Against,English
Nieuwegein,03 oktober 2025 (06:11),Nieuwegein,3 oktober 2025,Against,English
Rotterdam ,03 oktober 2025 (05:28),Rotterdam,3 oktober 2025,Against,English
Eindhoven,03 oktober 2025 (04:17),Eindhoven,3 oktober 2025,Against,English
Oss,03 oktober 2025 (01:44),Oss,3 oktober 2025,Against,Dutch
Amsterdam,03 oktober 2025 (01:21),Amsterdam,3 oktober 2025,For,Dutch
Amsterdam ,03 oktober 2025 (01:19),Amsterdam,3 oktober 2025,Against,Dutch
Rotterdam,03 oktober 2025 (01:15),Rotterdam,3 oktober 2025,Against,English
Nijmegen,03 oktober 2025 (00:58),Nijmegen,3 oktober 2025,Against,Dutch
2223HH,03 oktober 2025 (00:55),2223HH,3 oktober 2025,Against,Dutch
Hellevoetsluis,03 oktober 2025 (00:52),Hellevoetsluis,3 oktober 2025,Against,Dutch
Amsterdam ,03 oktober 2025 (00:50),Amsterdam,3 oktober 2025,Against,Dutch
Middenbeemster,03 oktober 2025 (00:36),Middenbeemster,3 oktober 2025,Against,English
Haarlem,03 oktober 2025 (00:31),Haarlem,3 oktober 2025,Against,English
Gouda,03 oktober 2025 (00:31),Gouda,3 oktober 2025,Against,Dutch
Haarlem,03 oktober 2025 (00:30),Haarlem,3 oktober 2025,Against,English
Haarlem,03 oktober 2025 (00:24),Haarlem,3 oktober 2025,Against,English
Wormarveer,03 oktober 2025 (00:19),Wormarveer,3 oktober 2025,Against,Dutch
Leeuwarden ,03 oktober 2025 (00:18),Leeuwarden,3 oktober 2025,Against,Dutch
Wormerveer ,03 oktober 2025 (00:13),Wormerveer,3 oktober 2025,Against,Dutch
Rotterdam ,03 oktober 2025 (00:11),Rotterdam,3 oktober 2025,Against,Dutch
Amsterdam ,03 oktober 2025 (00:07),Amsterdam,3 oktober 2025,Against,Dutch
UITHOORN,02 oktober 2025 (23:58),UITHOORN,2 oktober 2025,Against,Dutch
Utrecht,02 oktober 2025 (23:58),Utrecht,2 oktober 2025,Against,Dutch
Nieuleusen,02 oktober 2025 (23:57),Nieuleusen,2 oktober 2025,Against,Dutch
Groningen,02 oktober 2025 (23:57),Groningen,2 oktober 2025,Against,Dutch
Amsterdam,02 oktober 2025 (23:54),Amsterdam,2 oktober 2025,Against,English
Goes,02 oktober 2025 (23:54),Goes,2 oktober 2025,Against,Dutch
Valkenburg ,02 oktober 2025 (23:46),Valkenburg,2 oktober 2025,Against,English
Valkenburg,02 oktober 2025 (23:44),Valkenburg,2 oktober 2025,Against,English
Zandvoort ,02 oktober 2025 (23:35),Zandvoort,2 oktober 2025,For,Dutch
